ID,Asset Name,Code,Project,Client,Project Activity,Activity Description,Duration (Hours),Duration (Days),Time Begin UTC,Time End UTC,URL
2641,TG 63-150 (786.06),FIS004,[CPT] FIS004 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2101 Frente parada por falta de pessoal,Falta de pessoal,0.7,0.0,04-May-22 19:20,04-May-22 20:00,https://dome.fugro.com/operations/ddpr/project/2641/dpr?d=2022-05-04
2641,TG 63-150 (786.06),FIS004,[CPT] FIS004 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva,2.6,0.1,04-May-22 15:30,04-May-22 18:05,https://dome.fugro.com/operations/ddpr/project/2641/dpr?d=2022-05-04
2641,TG 63-150 (786.06),FIS004,[CPT] FIS004 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva,3.1,0.1,04-May-22 10:25,04-May-22 13:30,https://dome.fugro.com/operations/ddpr/project/2641/dpr?d=2022-05-04
2641,TG 63-150 (786.06),FIS004,[CPT] FIS004 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva,4.0,0.2,03-May-22 16:00,03-May-22 20:00,https://dome.fugro.com/operations/ddpr/project/2641/dpr?d=2022-05-03
2687,PSV Natalie,FMS-198542_3-SRS,TransCanada Mexico SEE Pipeline Route Recon Survey,TransCanada (Houston),Fishing downtime,Operations suspended due to presence of fishermen's nets and bouys in line trajectory,0.7,0.0,03-May-22 18:40,03-May-22 19:20,https://dome.fugro.com/operations/ddpr/project/2687/dpr?d=2022-05-03
2794,Pacific Grouse,GIQ454,Remote Operations Center - QP Qatar MM Field Redevelopment and PS-3 Life Extension Project,QatarEnergy,Downtime,Destructive drilling carried out at the PS2L-CPT2 borehole location from 50.0m to 108m BML.(Mechanical down Time on project),11.7,0.5,03-May-22 06:30,03-May-22 18:10,https://dome.fugro.com/operations/ddpr/project/2794/dpr?d=2022-05-03
2641,TG 63-150 (786.06),FIS004,[CPT] FIS004 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva,5.0,0.2,03-May-22 10:00,03-May-22 15:00,https://dome.fugro.com/operations/ddpr/project/2641/dpr?d=2022-05-03
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & forward machinery compartment in progress (shipyard).
- Bridge wings spot chipping / mechanical cleaning in progress (shipyard).
- Completed top end overhaul DG1 & DG2. Engine test run conducted (idle condition).
- Painting new steel inside mud room bilges (shipyard).
- Removal of gaskets (asbestos material) in ER (shipyard).
- Fabricated sea water strainer adapter for test run of auxiliary engines.
- Anchor winch PS and SB repaired brake band stopper plates.
- Portside anchor windlass brake lining replacement completed.
- ME pre-heating pump electric motor bearings changed.
- Miscellaneous hot work jobs by ships fitter at deck crane & SB anchor windlass.
- Back deck & lower forecastle deck - chipping & painting in progress.
- FWT 3C cleaned and prepared for shock treatment / super chlorination.
- Chipping and painting of traction winches in progress.
- Chipping and painting of heavy lift cylinders in progress.
- Painting of hydro-dyne room in progress.",24.0,1.0,02-May-22 00:00,03-May-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-05-02
2641,TG 63-150 (786.06),FIS004,[CPT] FIS004 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção preventiva,2.4,0.1,02-May-22 17:39,02-May-22 20:00,https://dome.fugro.com/operations/ddpr/project/2641/dpr?d=2022-05-02
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & forward machinery compartment in progress (shipyard).
- Bridge wings spot chipping / mechanical cleaning in progress (shipyard).
- Completed top end overhaul DG1 & DG2. Engine test run conducted (idle condition).
- Painting new steel inside mud room bilges (shipyard).
- Removal of gaskets (asbestos material) in ER (shipyard).
- Fabricated sea water strainer adapter for test run of auxiliary engines.
- Anchor winch PS and SB repaired brake band stopper plates.
- Portside anchor windlass brake lining replacement completed.
- ME pre-heating pump electric motor bearings changed.
- Miscellaneous hot work jobs by ships fitter at deck crane & SB anchor windlass.
- Back deck & lower forecastle deck - chipping & painting in progress.
- FWT 3C cleaned and prepared for shock treatment / super chlorination.
- Chipping and painting of traction winches in progress.
- Chipping and painting of heavy lift cylinders in progress.
- Painting of hydro-dyne room in progress.",24.0,1.0,01-May-22 00:00,02-May-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-05-01
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & forward machinery compartment in progress (shipyard).
- Hot work on deck - repairs to bulwark on port side (shipyard) in progress.
- Bridge wings spot chipping / mechanical cleaning in progress (shipyard).
- HiPAP transducer sensor installed by FUSAMI survey tech and assisted by crew.
Function tested hoisting & lowering of the pole.
- Hi-PAP hydraulic oil drained and re-fill with fresh oil Tellus S2 VX 32.
- DG#1 and DG#2 top end overhaul in progress (Mustang)
- Fabricated & installed pipe clamps on winch supply (hydraulic system) for rescue boat.
- ME SB turning gear electric motor bearings changed.
- Miscellaneous hot work jobs by ships fitter at deck crane & SB anchor windlass.
- Hydraulic oil return filter changed on deck crane.
- Port anchor lowered - brake pads replaced.
- Back deck & lower forecastle deck - chipping & painting in progress.
- Chipping and painting of traction winches in progress.
- Chipping and painting of heavy lift cylinders in progress.
- Painting of hydro-dyne room in progress.",24.0,1.0,30-Apr-22 00:00,01-May-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-30
2687,PSV Natalie,FMS-198542_3-SRS,TransCanada Mexico SEE Pipeline Route Recon Survey,TransCanada (Houston),Fishing downtime,Operations suspended due to presence of fishermen's nets in line trajectory,0.4,0.0,30-Apr-22 18:50,30-Apr-22 19:15,https://dome.fugro.com/operations/ddpr/project/2687/dpr?d=2022-04-30
2647,Fugro Venturer,23-220197,Wintershall-NOR-Site Survey on Dvalin North,Wintershall Norge AS,Contractor downtime - vessel or equipment,AUV System Box In calibration,1.6,0.1,30-Apr-22 11:47,30-Apr-22 13:25,https://dome.fugro.com/operations/ddpr/project/2647/dpr?d=2022-04-30
2647,Fugro Venturer,23-220197,Wintershall-NOR-Site Survey on Dvalin North,Wintershall Norge AS,Contractor downtime - vessel or equipment,"AUV predives
Launch and vehicle down to operating depth",2.6,0.1,30-Apr-22 09:11,30-Apr-22 11:47,https://dome.fugro.com/operations/ddpr/project/2647/dpr?d=2022-04-30
2647,Fugro Venturer,23-220197,Wintershall-NOR-Site Survey on Dvalin North,Wintershall Norge AS,Contractor downtime - vessel or equipment,SVP cast collected,0.5,0.0,30-Apr-22 08:40,30-Apr-22 09:11,https://dome.fugro.com/operations/ddpr/project/2647/dpr?d=2022-04-30
2647,Fugro Venturer,23-220197,Wintershall-NOR-Site Survey on Dvalin North,Wintershall Norge AS,Contractor downtime - vessel or equipment,Vessel transit to Dvalin North,8.7,0.4,30-Apr-22 00:00,30-Apr-22 08:40,https://dome.fugro.com/operations/ddpr/project/2647/dpr?d=2022-04-30
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & forward machinery compartment in progress (shipyard).
- Hot work on deck - repairs to bulwark on port side (shipyard).
- Bridge wings spot chipping/mechanical cleaning in progress (shipyard).
- Commenced DG#1 top end overhaul (Mustang)
- HiPAP – crew welded brackets & fastened hydraulic connections to secure the unit.
- HiPAP – limit switches connected and tested for the gate valve.
- Preparation for gasket removal (asbestos) - drained fuel from emergency gen. fuel
tank.
- ME PS Turning gear bearing change completed.
- Installation of USB scanning station on the bridge completed.
- Anemometer (mechanical type on starboard side) cups replaced.
- Chilled water plant#1 (Inboard) - 6 monthly maintenance completed
- Deck crane painting completed.
- Back deck & lower forecastle deck - chipping & painting in progress.
- Chipping and painting of traction winches in progress.
- Helideck fire fighting equipment removed from location and temporarily stored in the
sample container. To be sent back to HOU when vessel returns to USA.",24.0,1.0,29-Apr-22 00:00,30-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-29
2647,Fugro Venturer,23-220197,Wintershall-NOR-Site Survey on Dvalin North,Wintershall Norge AS,Contractor downtime - vessel or equipment,Vessel Transit to Dvalin North for outstanding AUV acquisition,7.0,0.3,29-Apr-22 17:00,30-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2647/dpr?d=2022-04-29
1894,Deep Drive,VRD028,Vale Brazil Deep Drive FNLM Stg 2+3 CPT,VALE S.A,Falta de pessoal,Vacinação da equipe,2.0,0.1,29-Apr-22 10:00,29-Apr-22 12:00,https://dome.fugro.com/operations/ddpr/project/1894/dpr?d=2022-04-29
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & forward machinery compartment in progress (shipyard).
- Hot work on deck - repairs to bulwark on port side (shipyard).
- Bridge wings spot chipping/mechanical cleaning in progress (shipyard).
- HiPAP deployment machine - Sonar dyne tech replaced seal in sealing bearing section.
- HiPAP deployment machine hydraulic cylinder oil seal replaced by vessel crew.
- ME PS turning gear motor bearings changed.
- Deck crane painting in progress.
- Anchor windlass starboard brake pads replacement completed.
- Anchor chain (starboard) paint job completed.
- Cabin WC's (2) painting.
- Back deck & lower forecastle deck - chipping & painting in progress.
- Chipping and painting of traction winches in progress.
- Painting of derrick completed",24.0,1.0,28-Apr-22 00:00,29-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-28
2641,TG 63-150 (786.06),FIS004,[CPT] FIS004 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva,0.7,0.0,28-Apr-22 17:30,28-Apr-22 18:10,https://dome.fugro.com/operations/ddpr/project/2641/dpr?d=2022-04-28
2633,SDH-400 (300.34),FIS050,[DRI] FIS050 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Substituindo haste da agulha,0.5,0.0,28-Apr-22 16:00,28-Apr-22 16:30,https://dome.fugro.com/operations/ddpr/project/2633/dpr?d=2022-04-28
2641,TG 63-150 (786.06),FIS004,[CPT] FIS004 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva,2.3,0.1,28-Apr-22 13:15,28-Apr-22 15:30,https://dome.fugro.com/operations/ddpr/project/2641/dpr?d=2022-04-28
2633,SDH-400 (300.34),FIS050,[DRI] FIS050 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Substituindo cabeça d'agua,1.0,0.0,28-Apr-22 13:00,28-Apr-22 14:00,https://dome.fugro.com/operations/ddpr/project/2633/dpr?d=2022-04-28
2633,SDH-400 (300.34),FIS050,[DRI] FIS050 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manut. corretiva,1.3,0.1,28-Apr-22 10:25,28-Apr-22 11:43,https://dome.fugro.com/operations/ddpr/project/2633/dpr?d=2022-04-28
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & forward machinery compartment in progress (shipyard).
- Bridge wings spot chipping/mechanical cleaning in progress (shipyard).
- ME pre lubricating oil pump electric motor bearings changed (P&S)
- Anchor windlass - starboard side break linen pads replaced.
- Sea chest vent pipe (port) fabricated and replaced
- HiPAP deployment machine hydraulic cylinder seal replaced
- Steering gear - 3 monthly maintenance completed
- Deck crane painting in progress.
- Ship's anchors painted.
- Back deck & lower forecastle deck - chipping & painting in progress.
- Painting of derrick in progress.
- Chipping and painting of traction winches in progress",24.0,1.0,27-Apr-22 00:00,28-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-27
2633,SDH-400 (300.34),FIS050,[DRI] FIS050 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Aguardando manut. corretiva,4.0,0.2,27-Apr-22 16:00,27-Apr-22 20:00,https://dome.fugro.com/operations/ddpr/project/2633/dpr?d=2022-04-27
1894,Deep Drive,VRD028,Vale Brazil Deep Drive FNLM Stg 2+3 CPT,VALE S.A,Falta insumos/ferramentas,Aguardando caminhão munck,2.5,0.1,27-Apr-22 16:00,27-Apr-22 18:30,https://dome.fugro.com/operations/ddpr/project/1894/dpr?d=2022-04-27
1894,Deep Drive,VRD028,Vale Brazil Deep Drive FNLM Stg 2+3 CPT,VALE S.A,Falta insumos/ferramentas,Aguardando caminhão munck,2.0,0.1,27-Apr-22 13:00,27-Apr-22 15:00,https://dome.fugro.com/operations/ddpr/project/1894/dpr?d=2022-04-27
2633,SDH-400 (300.34),FIS050,[DRI] FIS050 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Aguardando manut. corretiva,3.0,0.1,27-Apr-22 12:00,27-Apr-22 15:00,https://dome.fugro.com/operations/ddpr/project/2633/dpr?d=2022-04-27
2637,SDH-400 (300.36),FIS060,[DRI] FIS060 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2401 Falta de insumos,Aguardando entrega,1.0,0.0,27-Apr-22 14:00,27-Apr-22 15:00,https://dome.fugro.com/operations/ddpr/project/2637/dpr?d=2022-04-27
2637,SDH-400 (300.36),FIS060,[DRI] FIS060 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2402 Aguardando caminhão prancha,Aguardando caminhão,2.3,0.1,27-Apr-22 10:00,27-Apr-22 12:20,https://dome.fugro.com/operations/ddpr/project/2637/dpr?d=2022-04-27
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Vazamento de óleo na mangueira,0.5,0.0,27-Apr-22 10:50,27-Apr-22 11:20,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-04-27
2794,Pacific Grouse,GIQ454,Remote Operations Center - QP Qatar MM Field Redevelopment and PS-3 Life Extension Project,QatarEnergy,Downtime,"At 01:13hrs, Drop Incident occurred. Performed Sector Scan & lifted the SBF.",8.2,0.3,26-Apr-22 22:10,27-Apr-22 06:24,https://dome.fugro.com/operations/ddpr/project/2794/dpr?d=2022-04-27
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & forward machinery compartment in progress (shipyard).
- Ship's hull - top side - painting completed (shipyard).
- Anchors pressure washing (shipyard)
- Prepare auxiliary engine#1 & 2 for top end overhaul. Lube oil and FW drained, all
filters removed and sea water valve closed.
- Fuel oil tank#8P manhole opened per shipyard request.
- Helideck decommissioning in progress - blanking & isolating helideck FFE.
- Installed A/C unit in gymnasium.
- DG2- completed cabling replacement job.
- HiPAP – seal nut machined in shipyard workshop in order to fit new seals
- Deck crane painting in progress.
- Back deck & lower forecastle deck - chipping & painting in progress.
- Chipping and painting of derrick in progress.
- Chipping and painting of traction winches in progress.",24.0,1.0,26-Apr-22 00:00,27-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-26
2794,Pacific Grouse,GIQ454,Remote Operations Center - QP Qatar MM Field Redevelopment and PS-3 Life Extension Project,QatarEnergy,Downtime,"Drilling Suspended - Inner core barrel latching part broke, started recovering drill pipe.",0.5,0.0,26-Apr-22 20:30,26-Apr-22 21:00,https://dome.fugro.com/operations/ddpr/project/2794/dpr?d=2022-04-26
2633,SDH-400 (300.34),FIS050,[DRI] FIS050 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,manutenção,8.0,0.3,26-Apr-22 11:00,26-Apr-22 19:00,https://dome.fugro.com/operations/ddpr/project/2633/dpr?d=2022-04-26
2794,Pacific Grouse,GIQ454,Remote Operations Center - QP Qatar MM Field Redevelopment and PS-3 Life Extension Project,QatarEnergy,Downtime,Drilling bit blocked. Pulling out drill pipe and rectified.,6.8,0.3,25-Apr-22 22:45,26-Apr-22 05:35,https://dome.fugro.com/operations/ddpr/project/2794/dpr?d=2022-04-26
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & forward machinery compartment in progress (shipyard).
- Ship's hull - top side - painting in progress (shipyard).
- Bearings changed on Taut wire hydraulic power pack electric motor
- DG 2 – cabling replacement job in progress
- ME SB – Changed gearbox oil, filters. cleaned oil cooler & changed thermostatic valve
- FO pipelines painting in progress
- Salad bar thermostat adjustment
- Fault finding on broken gymnasium A/C unit
- New condensate drain pipe installed for bridge AC unit
- Swing davit (port side) fabrication completed.
- Chipping and painting - derrick in progress.
- Chipping and painting - hydraulic hose container platform & traction winches in
progress.
- FFE service by 3rd party: fire alarm & detection system tested.",24.0,1.0,25-Apr-22 00:00,26-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-25
2754,Go Discovery,02.00200378,Vineyard Northeast USA OCS-A-0522 Geophysical Survey,Vineyard Northeast,Vessel Off-hire,Vessel off hire,2.1,0.1,25-Apr-22 18:45,25-Apr-22 20:53,https://dome.fugro.com/operations/ddpr/project/2754/dpr?d=2022-04-25
2633,SDH-400 (300.34),FIS050,[DRI] FIS050 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva,4.3,0.2,25-Apr-22 15:40,25-Apr-22 20:00,https://dome.fugro.com/operations/ddpr/project/2633/dpr?d=2022-04-25
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,3102 Folga da equipe,Folga,9.0,0.4,25-Apr-22 10:00,25-Apr-22 19:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-04-25
2637,SDH-400 (300.36),FIS060,[DRI] FIS060 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2403 Aguardando veículo,Aguardando veículo,1.9,0.1,25-Apr-22 10:00,25-Apr-22 11:55,https://dome.fugro.com/operations/ddpr/project/2637/dpr?d=2022-04-25
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & forward machinery compartment in progress (shipyard).
- Ship's hull - top side - painting in progress (shipyard).
- Swing davit (port side) fabrication in progress.
- Chipping and painting - drilling equipment & derrick in progress.
- Chipping and painting - MKv platform & derrick in progress.
- General house keeping carried out by all departments.
FFE service pending:
18 x CO2 cylinders (fixed firefighting) to undergo hydrostatic testing
Fire alarm & detection system",24.0,1.0,24-Apr-22 00:00,25-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-24
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & forward machinery compartment in progress (shipyard)
- Ship's hull top side - spot blasting and painting in progress (shipyard)
- SMS Contractor service of FFE in progress
- AC installation (split type) in the wheelhouse completed
- Air handling unit inlet air filters renewed
- Swing davit (port side) fabrication in progress
- Deck crane painting in progress
- Back deck - chipping & painting in progress
- Chipping and painting - drilling equipment & derrick in progress
- Chipping and painting - MKv platform & derrick in progress.
- SMS contractor FFE service in progress
Service status:
1 x Fixed fire fighting system in ER (CO2 system) serviced
1 x Fixed fire fighting system Galley (CO2 system) serviced
1 x Bauer Compressor serviced
1 x Medical oxygen resuscitator serviced
4 x Medical oxygen resuscitator cylinders serviced
FFE service pending:
18 x CO2 cylinders (fixed fire fighting) to undergo hydrostatic testing
Fire alarm & detection system",24.0,1.0,23-Apr-22 00:00,24-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-23
2310,M/V Regulus,02.21020083,US Wind USA Maryland OW Area Detailed Geotechnical Surveys,US Wind Inc,DTE (Downtime Equipment),"Pull up reaction mass
Changed beacon
Lower reaction mass",0.4,0.0,23-Apr-22 15:50,23-Apr-22 16:15,https://dome.fugro.com/operations/ddpr/project/2310/dpr?d=2022-04-23
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & fwd machinery in progress (shipyard)
- Spot chipping and painting hull top side (shipyard)
- Fabricated and welded additional steps for safe access of crane main jib
- Overhauled deck crane electric motor
- Reinstated recently overhauled power pack electric motor for rescue boat
- ABS witnessed new propeller guard on rescue boat (function test)
- Continue installation of split type AC unit on the bridge
- Monthly maintenance for HP air compressor
- Deck crane chipping & painting in progress.
- Chipping and painting - drilling equipment & derrick in progress.
- Chipping and painting - MKv platform & derrick in progress.
- Bridge's A/C unit installation in progress (Ship's crew).
- SMS contractor FFE service in progress
FFE service status:
Total of 78 fire extinguishers serviced.
5 x SCABA equipment serviced
15 x SCABA cylinder serviced and 1 x cylinder to be sent shore for hydrotest
19 x EEBD’s serviced and 4 x EEBD’s to be sent ashore for refill and hydrotest
15 x fire extinguishers under maintenance - old cartridge, refill and hydrotest
2 x fire extinguisher to be condemned (1 x corroded and 1 x damaged)",24.0,1.0,22-Apr-22 00:00,23-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-22
2595,Fugro Scout,0000,Fugro Scout - Bucket Project,Fugro Resources,Unplanned maintenance,Emergency Dry-Dock,24.0,1.0,22-Apr-22 00:00,23-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2595/dpr?d=2022-04-22
2633,SDH-400 (300.34),FIS050,[DRI] FIS050 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,manutenção,8.0,0.3,22-Apr-22 11:00,22-Apr-22 19:00,https://dome.fugro.com/operations/ddpr/project/2633/dpr?d=2022-04-22
2637,SDH-400 (300.36),FIS060,[DRI] FIS060 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,manutenção,8.0,0.3,22-Apr-22 11:00,22-Apr-22 19:00,https://dome.fugro.com/operations/ddpr/project/2637/dpr?d=2022-04-22
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,3102 Folga da equipe,Folga,9.0,0.4,22-Apr-22 10:00,22-Apr-22 19:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-04-22
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & fwd machinery in progress (shipyard)
- Spot chipping and painting port side hull (shipyard)
- Sonardyne hull unit HPU electric motor bearings changed
- Electric motor bearings on deck crane replacement in progress
- Deck crane – welded steel plate behind control valves and behind electric cabinet on
the crane operator platform.
- Starting air compressor#1 – 1000 hours service
- Repaired galley salad bar cooling issue. Added refrigerant and replaced thermostat.
- SMS service techs onboard for FFA/LSA annual servicing.
Service status: Inspected and serviced 43 fire extinguishers and 10 Inflatable Life jackets.
2 x extinguisher require refill, 1 x corroded unit to be condemned, 2 x faulty gauges need
replacement and 2 units require hydrotest.
- Deck crane chipping & painting in progress.
- Chipping and painting - drilling equipment & derrick in progress.
- Chipping and painting - MKv platform & derrick in progress.
- Bridge split A/C unit installation in progress.",24.0,1.0,21-Apr-22 00:00,22-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-21
2595,Fugro Scout,0000,Fugro Scout - Bucket Project,Fugro Resources,Unplanned maintenance,Emergency Dry-Dock,24.0,1.0,21-Apr-22 00:00,22-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2595/dpr?d=2022-04-21
2310,M/V Regulus,02.21020083,US Wind USA Maryland OW Area Detailed Geotechnical Surveys,US Wind Inc,DTE (Downtime Equipment),"Issues with tool grabber
Replaced hydraulic line",1.6,0.1,21-Apr-22 18:45,21-Apr-22 20:20,https://dome.fugro.com/operations/ddpr/project/2310/dpr?d=2022-04-21
2643,TG 73-200 (931.08),FIS054,[CPT] FIS054 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2101 Frente parada por falta de pessoal,Falta de pessoal - equipe saiu para folga,3.3,0.1,21-Apr-22 15:40,21-Apr-22 19:00,https://dome.fugro.com/operations/ddpr/project/2643/dpr?d=2022-04-21
2641,TG 63-150 (786.06),FIS004,[CPT] FIS004 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,Manutenção corretiva,1.8,0.1,21-Apr-22 12:45,21-Apr-22 14:30,https://dome.fugro.com/operations/ddpr/project/2641/dpr?d=2022-04-21
2641,TG 63-150 (786.06),FIS004,[CPT] FIS004 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2101 Frente parada por falta de pessoal,Falta de pessoal - aguardando mecânico,2.3,0.1,21-Apr-22 10:00,21-Apr-22 12:20,https://dome.fugro.com/operations/ddpr/project/2641/dpr?d=2022-04-21
2794,Pacific Grouse,GIQ454,Remote Operations Center - QP Qatar MM Field Redevelopment and PS-3 Life Extension Project,QatarEnergy,Downtime,Recovered pipes and retrieved the stuck core barrel,4.8,0.2,21-Apr-22 06:30,21-Apr-22 11:18,https://dome.fugro.com/operations/ddpr/project/2794/dpr?d=2022-04-21
2500,Fugro Explorer,102912 Maintenance Period 2022,Fugro Explorer,Fugro Resource Planning,Unplanned maintenance,"Work update:
- Hot work in mudroom & fwd machinery in progress (shipyard).
- Spot blasting and painting hull top side (shipyard)
- Deck crane protective spiral guard installed on hoses
- Overhauled main engine HPFP 2 pcs for stock
- Taut wire power supply parts received and installed. Voltage adjusted to 11.25V.
- LTW wire length adjusted
- Bilge holding tank and dirty oil tank manhole cover closed/secured
- HP air dryer#1 - 6 monthly maintenance completed
- Rescue boat HPU electric motor bearings changed
- Bridge split A/C unit installation in progress
- Deck crane chipping & painting in progress
- Chipping and painting - drilling equipment & derrick in progress
- Chipping and painting - MKv platform & derrick in progress
- Both anchor's chain length up to 1st shackle painting by crew",24.0,1.0,20-Apr-22 00:00,21-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2500/dpr?d=2022-04-20
2595,Fugro Scout,0000,Fugro Scout - Bucket Project,Fugro Resources,Unplanned maintenance,Emergency Dry-Dock,24.0,1.0,20-Apr-22 00:00,21-Apr-22 00:00,https://dome.fugro.com/operations/ddpr/project/2595/dpr?d=2022-04-20
2637,SDH-400 (300.36),FIS060,[DRI] FIS060 Vale Brazil SDC 5000308896 Southeast Geotechnical Survey,VALE S.A,2201 Quebra de equipamento,manutenção,8.0,0.3,20-Apr-22 11:00,20-Apr-22 19:00,https://dome.fugro.com/operations/ddpr/project/2637/dpr?d=2022-04-20
1894,Deep Drive,VRD028,Vale Brazil Deep Drive FNLM Stg 2+3 CPT,VALE S.A,Falta insumos/ferramentas,Aguardando combustível,2.0,0.1,20-Apr-22 13:00,20-Apr-22 15:00,https://dome.fugro.com/operations/ddpr/project/1894/dpr?d=2022-04-20
